2018-06-21 16:13:52,831 [          ORADBUtil.java:main:46] - Dropping username: kmobeck
2018-06-21 16:13:52,831 [          ORADBUtil.java:main:59] - hostname: localhost
2018-06-21 16:13:52,831 [          ORADBUtil.java:main:60] - port: 1521
2018-06-21 16:13:52,831 [          ORADBUtil.java:main:61] - instance: xe
2018-06-21 16:13:52,996 [          ORADBUtil.java:main:69] - Connecting to localhost:1521:xe
2018-06-21 16:13:55,153 [          ORADBUtil.java:main:107] - SQLException 1
2018-06-21 16:13:55,153 [          ORADBUtil.java:main:110] - Error Message: IO Error: The Network Adapter could not establish the connection
2018-06-21 16:13:55,154 [          ORADBUtil.java:main:116] - Error: IO Error: The Network Adapter could not establish the connection
2018-06-21 16:13:55,154 [          ORADBUtil.java:main:117] - UserID kmobeck could not be deleted on: localhost/xe
2018-06-21 16:13:55,154 [          ORADBUtil.java:main:118] - =====
2018-06-21 16:13:55,154 [          ORADBUtil.java:main:59] - hostname: somehost.com
2018-06-21 16:13:55,154 [          ORADBUtil.java:main:60] - port: 9999
2018-06-21 16:13:55,154 [          ORADBUtil.java:main:61] - instance: instance
2018-06-21 16:13:55,155 [          ORADBUtil.java:main:69] - Connecting to somehost.com:9999:instance
2018-06-21 16:14:16,200 [          ORADBUtil.java:main:107] - SQLException 1
2018-06-21 16:14:16,200 [          ORADBUtil.java:main:110] - Error Message: IO Error: The Network Adapter could not establish the connection
2018-06-21 16:14:16,200 [          ORADBUtil.java:main:116] - Error: IO Error: The Network Adapter could not establish the connection
2018-06-21 16:14:16,200 [          ORADBUtil.java:main:117] - UserID kmobeck could not be deleted on: somehost.com/instance
2018-06-21 16:14:16,200 [          ORADBUtil.java:main:118] - =====
2018-06-21 16:14:16,200 [          ORADBUtil.java:main:46] - Dropping username: mgregg
2018-06-21 16:14:16,200 [          ORADBUtil.java:main:59] - hostname: localhost
2018-06-21 16:14:16,201 [          ORADBUtil.java:main:60] - port: 1521
2018-06-21 16:14:16,201 [          ORADBUtil.java:main:61] - instance: xe
2018-06-21 16:14:16,201 [          ORADBUtil.java:main:69] - Connecting to localhost:1521:xe
2018-06-21 16:14:18,206 [          ORADBUtil.java:main:107] - SQLException 1
2018-06-21 16:14:18,206 [          ORADBUtil.java:main:110] - Error Message: IO Error: The Network Adapter could not establish the connection
2018-06-21 16:14:18,206 [          ORADBUtil.java:main:116] - Error: IO Error: The Network Adapter could not establish the connection
2018-06-21 16:14:18,206 [          ORADBUtil.java:main:117] - UserID mgregg could not be deleted on: localhost/xe
2018-06-21 16:14:18,206 [          ORADBUtil.java:main:118] - =====
2018-06-21 16:14:18,206 [          ORADBUtil.java:main:59] - hostname: somehost.com
2018-06-21 16:14:18,206 [          ORADBUtil.java:main:60] - port: 9999
2018-06-21 16:14:18,206 [          ORADBUtil.java:main:61] - instance: instance
2018-06-21 16:14:18,206 [          ORADBUtil.java:main:69] - Connecting to somehost.com:9999:instance
2018-06-21 16:14:39,210 [          ORADBUtil.java:main:107] - SQLException 1
2018-06-21 16:14:39,210 [          ORADBUtil.java:main:110] - Error Message: IO Error: The Network Adapter could not establish the connection
2018-06-21 16:14:39,210 [          ORADBUtil.java:main:116] - Error: IO Error: The Network Adapter could not establish the connection
2018-06-21 16:14:39,210 [          ORADBUtil.java:main:117] - UserID mgregg could not be deleted on: somehost.com/instance
2018-06-21 16:14:39,210 [          ORADBUtil.java:main:118] - =====
2018-06-21 16:14:39,210 [          ORADBUtil.java:main:46] - Dropping username: PTrombly
2018-06-21 16:14:39,210 [          ORADBUtil.java:main:59] - hostname: localhost
2018-06-21 16:14:39,210 [          ORADBUtil.java:main:60] - port: 1521
2018-06-21 16:14:39,210 [          ORADBUtil.java:main:61] - instance: xe
2018-06-21 16:14:39,210 [          ORADBUtil.java:main:69] - Connecting to localhost:1521:xe
2018-06-21 16:14:41,216 [          ORADBUtil.java:main:107] - SQLException 1
2018-06-21 16:14:41,216 [          ORADBUtil.java:main:110] - Error Message: IO Error: The Network Adapter could not establish the connection
2018-06-21 16:14:41,216 [          ORADBUtil.java:main:116] - Error: IO Error: The Network Adapter could not establish the connection
2018-06-21 16:14:41,216 [          ORADBUtil.java:main:117] - UserID PTrombly could not be deleted on: localhost/xe
2018-06-21 16:14:41,216 [          ORADBUtil.java:main:118] - =====
2018-06-21 16:14:41,216 [          ORADBUtil.java:main:59] - hostname: somehost.com
2018-06-21 16:14:41,216 [          ORADBUtil.java:main:60] - port: 9999
2018-06-21 16:14:41,216 [          ORADBUtil.java:main:61] - instance: instance
2018-06-21 16:14:41,216 [          ORADBUtil.java:main:69] - Connecting to somehost.com:9999:instance
2018-06-21 16:15:02,223 [          ORADBUtil.java:main:107] - SQLException 1
2018-06-21 16:15:02,223 [          ORADBUtil.java:main:110] - Error Message: IO Error: The Network Adapter could not establish the connection
2018-06-21 16:15:02,223 [          ORADBUtil.java:main:116] - Error: IO Error: The Network Adapter could not establish the connection
2018-06-21 16:15:02,223 [          ORADBUtil.java:main:117] - UserID PTrombly could not be deleted on: somehost.com/instance
2018-06-21 16:15:02,223 [          ORADBUtil.java:main:118] - =====
2018-06-21 16:15:02,223 [          ORADBUtil.java:main:46] - Dropping username: ALewis
2018-06-21 16:15:02,223 [          ORADBUtil.java:main:59] - hostname: localhost
2018-06-21 16:15:02,224 [          ORADBUtil.java:main:60] - port: 1521
2018-06-21 16:15:02,224 [          ORADBUtil.java:main:61] - instance: xe
2018-06-21 16:15:02,224 [          ORADBUtil.java:main:69] - Connecting to localhost:1521:xe
2018-06-21 16:15:04,228 [          ORADBUtil.java:main:107] - SQLException 1
2018-06-21 16:15:04,228 [          ORADBUtil.java:main:110] - Error Message: IO Error: The Network Adapter could not establish the connection
2018-06-21 16:15:04,228 [          ORADBUtil.java:main:116] - Error: IO Error: The Network Adapter could not establish the connection
2018-06-21 16:15:04,228 [          ORADBUtil.java:main:117] - UserID ALewis could not be deleted on: localhost/xe
2018-06-21 16:15:04,228 [          ORADBUtil.java:main:118] - =====
2018-06-21 16:15:04,228 [          ORADBUtil.java:main:59] - hostname: somehost.com
2018-06-21 16:15:04,228 [          ORADBUtil.java:main:60] - port: 9999
2018-06-21 16:15:04,228 [          ORADBUtil.java:main:61] - instance: instance
